rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_svr__C,param_svr__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score
51,0.27181367874145507,0.016503237678419522,0.05278234481811524,0.007224721569374542,261,4515.079282411627,2.461377626415975,"{'columntransformer__countvectorizer__max_features': 261, 'svr__C': 4515.079282411627, 'svr__gamma': 2.461377626415975}",-0.007252736205591193,-0.003169038613144437,-0.00516766303364502,-0.011567897851343156,-0.012763647766175668,-0.007984196693979895,0.00366986948503917
52,0.23724050521850587,0.01116574093912759,0.05664801597595215,0.007694963523899224,388,794.4665279926453,3.7039634614495203,"{'columntransformer__countvectorizer__max_features': 388, 'svr__C': 794.4665279926453, 'svr__gamma': 3.7039634614495203}",-0.007261096668296663,-0.003173648181765909,-0.0051667919404148055,-0.011563687796239952,-0.012769940229055532,-0.007987032963154572,0.003669279975512402
53,0.2167741298675537,0.03245889624441264,0.04520812034606934,0.011240438640156633,225,1217.368037195969,9275.933937057644,"{'columntransformer__countvectorizer__max_features': 225, 'svr__C': 1217.368037195969, 'svr__gamma': 9275.933937057644}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.21413373947143555,0.02909546386327797,0.047301435470581056,0.006501225665823087,328,1914.960065384996,62.96836384869444,"{'columntransformer__countvectorizer__max_features': 328, 'svr__C': 1914.960065384996, 'svr__gamma': 62.96836384869444}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.22515382766723632,0.01793908311033996,0.053758764266967775,0.011007057800205446,264,5610.766328258851,85.21236704725882,"{'columntransformer__countvectorizer__max_features': 264, 'svr__C': 5610.766328258851, 'svr__gamma': 85.21236704725882}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.2297041416168213,0.020992875152457076,0.051549005508422854,0.005564337597917792,437,10.835496053935005,7074.793836504569,"{'columntransformer__countvectorizer__max_features': 437, 'svr__C': 10.835496053935005, 'svr__gamma': 7074.793836504569}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.2353287696838379,0.018265788645529243,0.05294656753540039,0.0203405980042688,178,39.74578880779049,258.3385337140317,"{'columntransformer__countvectorizer__max_features': 178, 'svr__C': 39.74578880779049, 'svr__gamma': 258.3385337140317}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.24075121879577638,0.01172121297238652,0.04913840293884277,0.010678161435011461,401,9.523442139109461,3268.7978549728687,"{'columntransformer__countvectorizer__max_features': 401, 'svr__C': 9.523442139109461, 'svr__gamma': 3268.7978549728687}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.24771275520324706,0.014899513417194865,0.05176057815551758,0.006873433293484513,339,4026.7599783101446,26.940577127700475,"{'columntransformer__countvectorizer__max_features': 339, 'svr__C': 4026.7599783101446, 'svr__gamma': 26.940577127700475}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.21915607452392577,0.005696989922481921,0.048038053512573245,0.005476175331180418,160,575.3969478267386,7693.428160811587,"{'columntransformer__countvectorizer__max_features': 160, 'svr__C': 575.3969478267386, 'svr__gamma': 7693.428160811587}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.20846123695373536,0.012116228953897265,0.044389963150024414,0.0060373240227769055,187,563.6008551440027,3660.35530157259,"{'columntransformer__countvectorizer__max_features': 187, 'svr__C': 563.6008551440027, 'svr__gamma': 3660.35530157259}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.2157191276550293,0.01904859532831951,0.04359688758850098,0.004310087331315035,178,86.73010156043648,95.19938188383254,"{'columntransformer__countvectorizer__max_features': 178, 'svr__C': 86.73010156043648, 'svr__gamma': 95.19938188383254}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.22736172676086425,0.030844983862964033,0.049999427795410153,0.007980254259757317,140,3.6890051813712343,962.5264641108603,"{'columntransformer__countvectorizer__max_features': 140, 'svr__C': 3.6890051813712343, 'svr__gamma': 962.5264641108603}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.2336108684539795,0.02016559874819136,0.05220918655395508,0.014879387434701217,113,25.096634937067382,794.3220562993016,"{'columntransformer__countvectorizer__max_features': 113, 'svr__C': 25.096634937067382, 'svr__gamma': 794.3220562993016}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.2334282398223877,0.010046192563389102,0.050714874267578126,0.00762221525573582,329,4281.089908191476,4871.772906592277,"{'columntransformer__countvectorizer__max_features': 329, 'svr__C': 4281.089908191476, 'svr__gamma': 4871.772906592277}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
53,0.2242743968963623,0.010047625056571847,0.04437074661254883,0.004524014813666106,338,196.83948349269383,2494.7853137178827,"{'columntransformer__countvectorizer__max_features': 338, 'svr__C': 196.83948349269383, 'svr__gamma': 2494.7853137178827}",-0.007261833611218682,-0.0031739862961108756,-0.00516614741021848,-0.011562921053675623,-0.012770294988812436,-0.00798703667200722,0.0036692042424458825
67,0.24249372482299805,0.01465091487134781,0.0439265251159668,0.004457548196050216,431,1089.9527722367181,8.135419592303386,"{'columntransformer__countvectorizer__max_features': 431, 'svr__C': 1089.9527722367181, 'svr__gamma': 8.135419592303386}",-0.007261833409764273,-0.0031739861891666443,-0.005166147576982194,-0.011562921265840576,-0.012770294946094607,-0.00798703667756966,0.0036692042830404254
68,0.2514642238616943,0.03235115922104782,0.052547359466552736,0.012751615137986014,213,14.781041949868875,6.840519342371567,"{'columntransformer__countvectorizer__max_features': 213, 'svr__C': 14.781041949868875, 'svr__gamma': 6.840519342371567}",-0.007261831454852041,-0.003173985204425689,-0.005166149279492327,-0.011562923357955723,-0.012770294422435047,-0.007987036743832165,0.003669204628133975
69,0.2241903781890869,0.018675653797759678,0.04276747703552246,0.0055855537344223155,288,785.760072741061,4.1041020632686,"{'columntransformer__countvectorizer__max_features': 288, 'svr__C': 785.760072741061, 'svr__gamma': 4.1041020632686}",-0.007261489087690753,-0.003173822448547803,-0.005166456542322617,-0.011563287570969694,-0.012770145582034598,-0.007987040246313092,0.003669245809793626
70,0.27050299644470216,0.026277378698467885,0.04619865417480469,0.00587889826642519,121,2.0956751682797927,818.7115032166614,"{'columntransformer__countvectorizer__max_features': 121, 'svr__C': 2.0956751682797927, 'svr__gamma': 818.7115032166614}",-0.007261833611218682,-0.0031739862961108756,-0.005167213883292554,-0.011567356399753814,-0.012770294988814657,-0.007988137035838117,0.003669905104610846
71,0.2354947566986084,0.014958094173352702,0.056194639205932616,0.00927324589766208,132,2.0931900135085897,5.835550435607174,"{'columntransformer__countvectorizer__max_features': 132, 'svr__C': 2.0931900135085897, 'svr__gamma': 5.835550435607174}",-0.007261816612172067,-0.003173967832051705,-0.005169482773778045,-0.011569338188771372,-0.012770289812374713,-0.00798897904382958,0.003669947183831647
72,0.21337394714355468,0.01798794949761927,0.048247480392456056,0.004052776441949125,385,0.15112968672413848,0.7876313602261799,"{'columntransformer__countvectorizer__max_features': 385, 'svr__C': 0.15112968672413848, 'svr__gamma': 0.7876313602261799}",0.0016180448607062692,0.0026395027052971143,-0.018319834546616898,-0.027876694040908978,0.0018777444327987558,-0.008012247317744747,0.01268744923867492
73,0.23143424987792968,0.022565207733952142,0.05035266876220703,0.0063740006931906346,296,0.5507866921248569,78.93596123796623,"{'columntransformer__countvectorizer__max_features': 296, 'svr__C': 0.5507866921248569, 'svr__gamma': 78.93596123796623}",-0.0023677845616116855,-0.00035881223429945486,-0.014740745632912056,-0.01956342074560591,-0.0045435613702498046,-0.008314864908935782,0.0074928128321675985
74,0.2343989372253418,0.016732430266857425,0.04020547866821289,0.007008195757819218,263,0.40468470688472197,543.6877005688611,"{'columntransformer__countvectorizer__max_features': 263, 'svr__C': 0.40468470688472197, 'svr__gamma': 543.6877005688611}",-0.001483486267674694,-9.944077542889396e-05,-0.017312268297507316,-0.02225925504199311,-0.0030453107162360382,-0.008839952219768011,0.009120853356162294
75,0.2268989086151123,0.012536073032985637,0.05220794677734375,0.0024927080420917075,384,0.46417268938202455,4.605705113434537,"{'columntransformer__countvectorizer__max_features': 384, 'svr__C': 0.46417268938202455, 'svr__gamma': 4.605705113434537}",-0.0011380553931863435,-2.926166434491506e-05,-0.017936559732553592,-0.02276727822013913,-0.002540908258882091,-0.008882412653821215,0.00952192313487023
76,0.24319958686828613,0.021082446045735587,0.054373979568481445,0.006098917738028124,233,0.0014914483439748454,0.14215683423535105,"{'columntransformer__countvectorizer__max_features': 233, 'svr__C': 0.0014914483439748454, 'svr__gamma': 0.14215683423535105}",-0.017859321393018268,-0.011575934946301603,0.006427936576902105,0.0046465495938941,-0.026916818566288025,-0.009055517746962338,0.012886966560583902
77,0.22923460006713867,0.01901076606324637,0.04849157333374023,0.00766404676712929,283,0.010522748562776567,0.3608343691152801,"{'columntransformer__countvectorizer__max_features': 283, 'svr__C': 0.010522748562776567, 'svr__gamma': 0.3608343691152801}",-0.019967346587426826,-0.013573852692766675,0.005839145464929363,0.004615981435395988,-0.030149289289070014,-0.010647072333787633,0.014003758133239678
78,0.21568851470947265,0.007037884402455549,0.049988079071044925,0.008674044116471758,160,0.08506522624139944,8514.341635880142,"{'columntransformer__countvectorizer__max_features': 160, 'svr__C': 0.08506522624139944, 'svr__gamma': 8514.341635880142}",-0.017451149695046242,-0.011249340652442763,-0.00011277956537858458,-0.0023246725416772307,-0.022289905838070556,-0.010685569658523075,0.008513988725436697
79,0.23442463874816893,0.06758770184371544,0.050072002410888675,0.008505849519837178,400,0.001143877442545142,0.002787014263658338,"{'columntransformer__countvectorizer__max_features': 400, 'svr__C': 0.001143877442545142, 'svr__gamma': 0.002787014263658338}",-0.021043218344605652,-0.014870051731608047,0.0017807918685873725,0.004873310165365519,-0.031002192257738814,-0.012052272059999924,0.013606656196075916
80,0.20535759925842284,0.016326467694256046,0.06221165657043457,0.014952919723005609,401,0.07658142726022114,1684.95189362233,"{'columntransformer__countvectorizer__max_features': 401, 'svr__C': 0.07658142726022114, 'svr__gamma': 1684.95189362233}",-0.021077741149363893,-0.014373340461343753,-4.659504963555605e-05,-0.0010534899987766355,-0.02716260368057255,-0.012742754067938478,0.010750760278059433
81,0.22743334770202636,0.030829620580739417,0.05320868492126465,0.004619782712973768,307,0.0746153971583504,578.5334162766844,"{'columntransformer__countvectorizer__max_features': 307, 'svr__C': 0.0746153971583504, 'svr__gamma': 578.5334162766844}",-0.021966992617547865,-0.015151858524366846,-0.00011813389660941809,-0.0008297806319061962,-0.028360490119305748,-0.013285451157947215,0.011266156490770748
82,0.24405617713928224,0.02553504614014241,0.04672298431396484,0.006624309518688052,411,0.0028809668028435963,0.6065791079991658,"{'columntransformer__countvectorizer__max_features': 411, 'svr__C': 0.0028809668028435963, 'svr__gamma': 0.6065791079991658}",-0.024685777151705945,-0.018622469668216013,-0.0016713633862690536,0.00013215963108970108,-0.03503057443021351,-0.015975605001062966,0.013491006345155664
83,0.2272273063659668,0.017809321110157754,0.062212228775024414,0.013713685086762822,430,0.0020142526711500563,3.4950049323161054,"{'columntransformer__countvectorizer__max_features': 430, 'svr__C': 0.0020142526711500563, 'svr__gamma': 3.4950049323161054}",-0.024710224174105955,-0.018669810565816514,-0.0019006281068234543,-1.2300828867939373e-05,-0.03501491250597599,-0.01606157523631797,0.013408524499366236
84,0.24645471572875977,0.02794422254191004,0.056645441055297854,0.011404211873315884,157,0.0028981458057543734,0.8222275023292843,"{'columntransformer__countvectorizer__max_features': 157, 'svr__C': 0.0028981458057543734, 'svr__gamma': 0.8222275023292843}",-0.024836511655227822,-0.01875385922070616,-0.0018654345662618699,3.517364244398635e-05,-0.03515197507645107,-0.01611452137524059,0.01348564411651493
85,0.24015798568725585,0.03667867505106323,0.0510899543762207,0.0058117718279433826,287,0.0028667584564293237,8.504650684904766,"{'columntransformer__countvectorizer__max_features': 287, 'svr__C': 0.0028667584564293237, 'svr__gamma': 8.504650684904766}",-0.02489250436957091,-0.018822207033210914,-0.0019462206707505647,-1.572035647501302e-05,-0.035214830739643155,-0.01617829663393011,0.013484051079431361
86,0.2327481746673584,0.03912911571664912,0.04731197357177734,0.003142523672137062,141,0.0016456244466736695,50.526962060212654,"{'columntransformer__countvectorizer__max_features': 141, 'svr__C': 0.0016456244466736695, 'svr__gamma': 50.526962060212654}",-0.024836243601810803,-0.01880254324591135,-0.001969122689352565,-1.7579114327093137e-05,-0.03527648340237577,-0.016180394410755517,0.013488193702300465
87,0.21774067878723144,0.006250052539832895,0.05134882926940918,0.0047118340380488686,375,0.0016769173914533435,2.2458046272967604,"{'columntransformer__countvectorizer__max_features': 375, 'svr__C': 0.0016769173914533435, 'svr__gamma': 2.2458046272967604}",-0.02484671695125651,-0.01881190920026743,-0.001972415864927468,-1.7845561674167953e-05,-0.03529026196530616,-0.016187829908686346,0.013493045746905229
88,0.23057136535644532,0.014558151926619372,0.05027031898498535,0.004742950454569725,249,0.0036254346923003697,3.3494290671143814,"{'columntransformer__countvectorizer__max_features': 249, 'svr__C': 0.0036254346923003697, 'svr__gamma': 3.3494290671143814}",-0.02505526645587053,-0.018958357872896237,-0.0019872385743999743,-1.9114485285021132e-05,-0.03539320778699917,-0.016282637035090187,0.013551332084321856
89,0.2309013843536377,0.017019187122402545,0.056014633178710936,0.013267841191368082,158,0.004444654641984722,1840.5573290031273,"{'columntransformer__countvectorizer__max_features': 158, 'svr__C': 0.004444654641984722, 'svr__gamma': 1840.5573290031273}",-0.025231642338744864,-0.01910591489409641,-0.001957550535428121,-1.4796540282357995e-05,-0.03558635063222759,-0.016379250988155868,0.013641796206819518
90,0.25508623123168944,0.014672588676915082,0.051504993438720705,0.008159870361008606,158,0.007260809350394714,5.95508184427339,"{'columntransformer__countvectorizer__max_features': 158, 'svr__C': 0.007260809350394714, 'svr__gamma': 5.95508184427339}",-0.02584262145708993,-0.01961753700469404,-0.002064147514358794,-2.2531013717852488e-05,-0.03625426581684987,-0.016760220561342097,0.013905372185649939
91,0.2570472240447998,0.029616457025990663,0.0551297664642334,0.00818114846679022,204,0.019703201236221372,0.6166725865678272,"{'columntransformer__countvectorizer__max_features': 204, 'svr__C': 0.019703201236221372, 'svr__gamma': 0.6166725865678272}",-0.027004529200935545,-0.020304345817241387,-0.000573330290251306,0.0011488878196652674,-0.03777744295756147,-0.016902152089264887,0.015112122137163972
92,0.2381135940551758,0.013559178903611517,0.05363960266113281,0.01283856954828858,150,0.011717137381698814,49.225487055142196,"{'columntransformer__countvectorizer__max_features': 150, 'svr__C': 0.011717137381698814, 'svr__gamma': 49.225487055142196}",-0.02682438029347156,-0.020440948317742125,-0.0022386023145257727,-3.8080632812853565e-05,-0.03732387527497405,-0.017373177366705274,0.014327091422765496
93,0.22838468551635743,0.005774827731173294,0.04887642860412598,0.003663499884813401,105,0.011942224240767981,115.35656977995706,"{'columntransformer__countvectorizer__max_features': 105, 'svr__C': 0.011942224240767981, 'svr__gamma': 115.35656977995706}",-0.026874453972382195,-0.02048298748382904,-0.0022476016691943546,-3.897367132643659e-05,-0.037378313212554026,-0.01740446600185721,0.014348542778648858
94,0.224171781539917,0.015707652766244726,0.05182695388793945,0.002903501723660714,138,0.015812211164849533,962.8033415452988,"{'columntransformer__countvectorizer__max_features': 138, 'svr__C': 0.015812211164849533, 'svr__gamma': 962.8033415452988}",-0.027742688882321787,-0.021212533838447456,-0.002405153797619075,-5.594677616582722e-05,-0.03832048581424474,-0.017947361821759777,0.014719625839908258
95,0.23701176643371583,0.010229393551517446,0.05387964248657227,0.0050653544594238,367,0.05497896374270953,6.956322434703211,"{'columntransformer__countvectorizer__max_features': 367, 'svr__C': 0.05497896374270953, 'svr__gamma': 6.956322434703211}",-0.02815423555237717,-0.021311649748759542,-0.0022115960772435272,-2.6773252133960312e-05,-0.03828752080506037,-0.017998355087114913,0.014818701621646915
96,0.2612598419189453,0.038317203786502885,0.0636225700378418,0.014222682236130348,408,0.05193758422088774,1.9807561086288226,"{'columntransformer__countvectorizer__max_features': 408, 'svr__C': 0.05193758422088774, 'svr__gamma': 1.9807561086288226}",-0.028984850920530825,-0.022095600348461808,-0.002526180761321939,-6.488971695550738e-05,-0.03944576891254514,-0.018623458131963044,0.015208718938132774
97,0.23391370773315429,0.014359024585294818,0.05121302604675293,0.007174684905919294,171,0.04808828684489142,71.24558561629588,"{'columntransformer__countvectorizer__max_features': 171, 'svr__C': 0.04808828684489142, 'svr__gamma': 71.24558561629588}",-0.030068216907873646,-0.023116495682027116,-0.0029661325165777352,-0.00014130181641758277,-0.040954203607793005,-0.01944927010613782,0.015704548409848498
98,0.23452954292297362,0.016485462076930746,0.052032089233398436,0.005649375869242633,236,0.04581424115695751,1.136478526565569,"{'columntransformer__countvectorizer__max_features': 236, 'svr__C': 0.04581424115695751, 'svr__gamma': 1.136478526565569}",-0.03056148312468676,-0.02358204584868351,-0.003042329398001531,-9.629944647193689e-05,-0.041681492463044645,-0.019792730056177675,0.015987296065955066
99,0.254047155380249,0.017258149706744864,0.05470166206359863,0.009912740604883084,331,0.04116647684856242,6.601171836702832,"{'columntransformer__countvectorizer__max_features': 331, 'svr__C': 0.04116647684856242, 'svr__gamma': 6.601171836702832}",-0.03205420916397106,-0.025003344061238053,-0.0035693688513755983,-0.0002428334255524245,-0.04372330985559958,-0.020918613071547344,0.01666868238335115
100,0.2777101993560791,0.02961730667414386,0.074664306640625,0.01736349368706204,195,0.0361992805042018,25.783619048235558,"{'columntransformer__countvectorizer__max_features': 195, 'svr__C': 0.0361992805042018, 'svr__gamma': 25.783619048235558}",-0.03254443108744409,-0.02526654251745164,-0.0033232437852119823,-0.00019587603420556654,-0.04347745795924429,-0.020961510276711514,0.016745060569987546
